ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER
1648913-20100816,2038998,52936,2
1243455-20120316,2136102,245719,1
1335574-20030227,1335574,39086,2
2147088-20140416,2313199,370985,1
1578675-20060216,1672495,288562,1
2050069-20100812,2050069,355829,1
1595142-20090216,1946192,291127,1
61976-20110416,2080465,19616,1
1248539-20060216,1659027,48375,4
1248264-20020702,1248264,248243,1
1716489-20060705,1716489,304676,1
1093238-20020216,1216976,207096,1
1172057-20040216,1463378,219473,1
80681-20020516,1241080,67764,1
1959850-20110316,2077766,312102,2
1741017-20080616,1899939,6040,2
67488-20030216,1319020,59842,1
1743120-20080216,1882827,309049,1
1139619-20040216,1457894,54366,2
1546083-20041117,1546083,284450,1
1221572-20111116,2116851,59090,1
17791-20030216,1319424,63232,1
2158494-20120817,2158494,21534,4
2124922-20111026,2124922,367311,1
1513998-20050216,1571546,278891,1
20292-20111016,2110994,52211,1
40863-20020816,1263226,64199,1
27349-20050216,1554986,30756,1
76424-20050216,1552975,22602,2
1649543-20070216,1794323,298350,1
1893875-20080317,1893875,329130,1
1766357-20070216,1797155,309442,1
1922760-20080808,1922760,335810,1
1479404-20040409,1479404,274153,4
1964496-20090601,1964496,342272,1
2073848-20101222,2073848,358827,1
18818-20051116,1628524,28578,1
1514953-20050216,1564941,230008,2
1333516-20030210,1333516,33646,2
66654-20020816,1253603,20541,2
1299615-20021220,1299615,253952,1
1123228-20020216,1218089,211285,1
1997734-20090923,1997734,347380,1
1444756-20040816,1512526,269584,1
1678139-20111216,2122584,66610,111
1305218-20040216,1466136,256499,1
1516888-20050216,1571879,280229,1
15965-20070216,1781346,51680,1
1381016-20060216,1668527,265624,1
2098121-20110629,2098121,362291,1
2098387-20110523,2098387,362406,1
32908-20030216,1337545,32251,1
3683-20050216,1553150,23644,1
1578800-20061116,1761764,288448,1
2164222-20120801,2164222,348905,1
1575466-20050208,1575466,268688,2
34093-20060216,1656912,32537,1
1222747-20111116,2117393,221881,1
1490208-20050816,1613674,274981,2
1276210-20030216,1328850,252802,1
1300650-20040216,1465792,254404,1
1770235-20070116,1770235,269601,2
1922826-20120416,2139106,28892,1
2013767-20100106,2013767,68448,3
1171937-20020216,1220344,219413,1
1273002-20060216,1666183,246385,2
1379268-20101016,2051723,217567,2
1170712-20050216,1552893,22227,1
1477701-20040223,1477701,273462,1
1274859-20030216,1328630,251978,1
2092965-20110420,2092965,361529,1
1618361-20050718,1618361,294044,1
31468-20110216,2071196,63798,2
58658-20020216,1207872,40783,1
1680361-20060228,1680361,301460,1
1595686-20060216,1673258,291402,1
1841665-20070705,1841665,294061,1
1844489-20070807,1844489,320986,1
1974176-20101016,2050866,25843,15
1225853-20110716,2096223,243293,2
1986372-20110916,2107480,345201,1
1594494-20070216,1793101,290782,1
1043337-20020216,1216118,202289,1
1193360-20020216,1220442,219880,1
53987-20090316,1949430,14922,2
1573300-20080516,1897387,286169,1
1593813-20110516,2086659,290430,1
1517548-20050216,1562597,201799,2
1547032-20111116,2115711,11071,63
1444595-20031107,1444595,259343,2
1942611-20081119,1942611,338995,1
59714-20080716,1906294,58412,1
69496-20040216,1478383,21190,3
1442822-20031009,1442822,268764,1
35925-20020216,1213176,64013,1
1488035-20080216,1882083,274483,1
1922305-20110716,2097222,335370,1
39610-20020216,1205996,33996,1
53438-20121016,2180291,6752,1
1489819-20040409,1489819,275360,1
1119794-20020216,1217527,209509,1
1515860-20040813,1515860,279754,1
1594389-20060216,1673072,290724,1
2083914-20120716,2155917,342979,1
1964394-20100316,2015821,249844,2
62930-20020216,1208217,42248,1
1300971-20021118,1300971,254540,1
1969927-20090617,1969927,343252,1
1381841-20030729,1381841,266009,1
1093139-20030216,1322745,206972,1
60396-20060216,1660856,58553,1
72034-20020816,1259189,45659,1
77250-20040216,1459941,67126,1
1546610-20071216,1872182,270123,2
2120416-20151016,2422094,366636,1
7879-20070216,1777335,25743,1
1118753-20040216,1461943,208934,1
76781-20040216,1451991,22683,2
27724-20050216,1558635,53171,1
23160-20110416,2081596,85874,1
16953-20040216,1449576,6980,3
1475796-20040204,1475796,12042,2
81231-20020216,1213549,65406,1
2177070-20120717,2177070,374115,1
1621435-20080416,1890202,58915,1
1226730-20020307,1226730,67440,2
35106-20090916,1982276,54208,1
1938948-20101116,2058954,338253,1
1473663-20050216,1565918,250996,2
19799-20030216,1311759,28874,1
1120777-20060216,1664220,210024,1
53237-20160316,2443925,38645,1
1974914-20100816,2040717,322096,1
1593765-20070216,1793050,290412,1
73723-20030216,1321480,86449,1
1573764-20060216,1671895,286428,1
1425828-20110416,2081500,67739,3
1123917-20030216,1323673,211709,1
1542655-20041006,1542655,218498,2
1167362-20030216,1324770,217349,1
1353144-20030415,1353144,261766,1
2177623-20120724,2177623,374333,1
72858-20060216,1654437,21945,2
1043514-20021116,1294171,200050,1
41206-20020216,1215232,86191,1
46234-20111216,2122272,36136,1
1356004-20120316,2136200,263202,1
1874407-20090116,1941348,290554,2
1741791-20060822,1741791,304840,1
1299259-20030216,1329090,253766,1
1904654-20080508,1904654,331252,1
1768665-20061116,1768665,310948,1
71825-20030216,1319171,60701,1
1336315-20040816,1499464,20710,2
1998078-20130316,2228637,343536,3
2098838-20110531,2098838,47131,2
1379728-20030701,1379728,264995,1
26087-20080716,1905759,23792,1
1648484-20120216,2132399,298069,1
1596384-20050525,1596384,291800,1
72848-20050216,1559964,60854,1
1804610-20081216,1934979,42303,3
1542188-20080416,1891023,282069,1
67371-20020216,1212452,59820,1
37342-20100416,2018553,33383,1
41663-20060516,1683627,5033,20
1575347-20050301,1575347,59589,3
1928033-20080910,1928033,336363,1
58483-20070216,1780173,40708,1
1243892-20070816,1834422,245618,1
1474154-20060816,1721356,15404,4
1914814-20140516,2317791,296792,2
1243005-20020605,1243005,245450,1
1475180-20050216,1559377,57093,3
28563-20060216,1656544,31092,1
1228589-20020326,1228589,245237,1
23154-20030216,1336807,52503,1
1355996-20030519,1355996,218227,2
1938609-20081202,1938609,338607,1
1332021-20030516,1354001,11071,37
1577870-20110116,2067325,280667,1
2183419-20120817,2183419,374966,1
68181-20040216,1451616,20939,2
1300127-20021105,1300127,254175,1
1932897-20080930,1932897,337391,1
1332401-20040816,1510870,258291,1
1138943-20121116,2186821,212127,1
1520442-20050216,1572292,281783,1
1092183-20111216,2122753,205212,1
57513-20060216,1653876,18495,2
1444166-20080216,1881994,269344,1
61087-20070216,1782589,58661,1
60556-20030216,1309298,19084,1
51584-20120916,2173409,37994,1
2164268-20131216,2292214,342430,3
1221650-20031116,1437959,223057,1
1193374-20030216,1325281,219884,1
31948-20020816,1261102,53765,1
1576662-20060216,1661875,65406,36
21322-20110516,2085904,63334,12
64137-20080416,1889509,20118,1
1141437-20050216,1563765,213811,1
1738032-20060703,1738032,306605,1
1120827-20030216,1315151,41397,2
1644993-20051003,1644993,296201,1
62984-20000216,275691,58958,1
15106-20110616,2089648,5041,8
1198163-20071116,1856686,59611,4
63695-20050216,1552490,20020,2
1248482-20080316,1885781,31809,2
1337854-20040216,1467321,260938,1
2079661-20110310,2079661,358879,2
1379631-20040216,1468499,264929,1
1597359-20050608,1597359,292360,1
1992571-20100916,2047908,346808,3
33330-20050216,1558811,53953,1
1679426-20060216,1679426,301042,1
14587-20101116,2056381,27556,2
29808-20020216,1205151,31401,1
1547408-20060216,1682568,60448,7
1140441-20020216,1218574,213046,1
1677845-20110516,2086756,300467,1
10297-20041116,1529952,50985,1
1593080-20090516,1961935,260169,2
1445222-20031107,1445222,270074,1
1932251-20100616,2030688,329916,1
1167185-20030216,1324747,217264,1
1335097-20030224,1335097,259449,1
1275089-20030216,1328712,252309,1
2114707-20130916,2277066,366073,1
1767590-20061012,1767590,17612,5
1681364-20090316,1951896,274606,1
1447561-20140316,2306186,211094,2
1766269-20071116,1862184,269002,2
43072-20091216,2000087,34970,1
1892128-20100316,2015238,57701,4
1979342-20091019,1979342,344502,1
2133821-20120109,2133821,368575,1
1597390-20070216,1793361,292391,1
1799410-20080716,1907712,313465,1
1123222-20020216,1217797,210259,2
39554-20060216,1657202,33975,1
1144459-20101116,2057353,215442,1
26951-20020216,1200048,11204,3
1121654-20020216,1217837,210387,1
2137991-20150116,2366891,288432,3
2147624-20120409,2147624,371224,1
1478557-20041116,1540616,273815,1
1274700-20040216,1489098,252152,1
1479504-20060216,1655791,28087,2
73111-20020216,1202310,21995,2
2148002-20160116,2436682,368839,3
50338-20090316,1950980,81550,1
27333-20031116,1408641,11288,1
1226003-20060216,1665891,243383,1
37071-20020216,1211061,54511,1
3399-20080916,1916759,2872,1
1818108-20070417,1818108,316416,1
20384-20050216,1554557,29058,1
2074143-20120126,2074143,358966,1
17682-20020216,1204114,28394,1
53326-20020216,1211804,57170,1
1869769-20071016,1869769,323390,1
2120019-20131016,2282715,366457,1
1334778-20050216,1558690,53437,4
1928146-20110316,2076052,58778,3
1888805-20080213,1888805,85508,35
1904370-20080530,1904370,331083,1
1095162-20020208,1095162,48052,2
1423211-20030915,1423211,267819,1
1332187-20050216,1552942,22447,3
1576708-20060216,1669624,273179,2
1243075-20070216,1787480,245494,1
1979137-20090615,1979137,344467,1
2162637-20121010,2162637,221971,2
53040-20020216,1211777,57108,1
1892233-20080226,1892233,327963,1
10776-20031116,1412432,26538,1
1446535-20050216,1569132,270591,1
2130275-20131216,2292901,368389,1
1490536-20060216,1670151,275743,1
1909564-20090816,1978967,332333,1
1697841-20060505,1697841,302843,1
1879631-20080206,1879631,325018,31
1742020-20100516,2025200,308443,1
1620839-20110816,2101402,295095,1
1353808-20030816,1378892,262124,1
1647874-20060216,1674794,297480,1
2109942-20110811,2109942,365381,1
56838-20020216,1212015,57823,1
1618224-20060816,1735226,293979,1
1120407-20041116,1534563,209845,1
1358139-20030617,1358139,264377,1
1884990-20120816,2160835,312262,1
16444-20111116,2116922,63165,1
1974920-20090529,1974920,330249,2
1596712-20060216,1663870,205878,2
1742680-20080516,1897665,304334,1
1356354-20030522,1356354,252954,2
1492683-20070216,1791073,276765,1
2022206-20120316,2136857,351436,1
1488650-20040326,1488650,243540,1
1678529-20061116,1761792,288575,1
30420-20020216,1200206,12097,1
1771152-20061130,1771152,312075,1
1354708-20030522,1354708,262594,1
2078910-20110525,2078910,3568,38
2195967-20121016,2195967,376364,1
1595141-20080416,1891163,291121,1
2196212-20121018,2196212,376485,1
2032606-20100505,2032606,352814,1
1519399-20070216,1791752,281345,1
1992494-20100521,1992494,347248,1
2048605-20100727,2048605,355224,1
1823610-20070618,1823610,319217,1
2121116-20120216,2131096,27840,11
1303523-20040216,1466033,255850,1
1892549-20140316,2306867,328314,1
1096264-20080416,1890550,208645,1
84292-20100516,2024132,81446,1
1271728-20021116,1298879,250840,1
2103338-20110706,2103338,363326,1
2163031-20120625,2163031,373464,1
1739348-20060721,1739348,307171,1
1300145-20021118,1300145,254187,1
70166-20031116,1418121,65049,1
1223594-20030216,1325914,229669,1
7725-20110816,2100090,25689,1
20021-20020216,1204316,28952,1
1122959-20020216,1218051,211104,1
2129630-20111229,2129630,368079,1
1275887-20051116,1630422,39288,2
35649-20080316,1886045,54283,1
1820336-20090916,1981621,18763,1
1193006-20020216,1220413,219708,1
2103440-20110628,2103440,278784,2
1933194-20121016,2182396,337518,1
1741640-20061116,1751388,48708,3
58776-20030216,1315026,40823,1
59071-20071116,1854755,40944,1
1383828-20030818,1383828,266846,1
1494286-20040602,1494286,277634,1
24702-20040216,1453707,30111,1
1698383-20060707,1698383,296363,2
1915003-20080627,1915003,333352,1
1381063-20040216,1461670,206360,1
15815-20050816,1599593,6770,1
1224004-20021116,1293629,86440,2
2163861-20120702,2163861,295886,3
1594532-20070216,1793105,290802,1
2153124-20120504,2153124,372106,1
1477919-20040423,1477919,273011,1
1356359-20030611,1356359,263394,1
61177-20120616,2148512,19298,1
1844857-20120616,2148920,50749,1
1123421-20040816,1504201,53163,3
1800529-20100816,2040453,309473,1
1741293-20070816,1839884,308123,1
1622366-20070816,1838424,295798,1
1228042-20020320,1228042,244969,1
1381967-20030731,1381967,25176,1
1648846-20051123,1648846,288243,2
1422968-20050216,1564643,220785,2
1357562-20050216,1568048,264082,1
47676-20110916,2105249,36630,1
2134300-20141116,2357419,325249,3
14762-20070216,1777726,27595,1
1915958-20100116,2007692,334018,1
1442880-20060216,1668918,268785,1
1518611-20050216,1556494,37260,2
1546088-20101216,2062732,284456,1
1898668-20080512,1898668,252583,2
1597210-20070216,1793342,292268,1
1446330-20110216,2071243,74532,1
1646206-20051012,1646206,296713,1
1623071-20070816,1838471,296140,1
1847142-20101216,2063249,321922,1
1647080-20060816,1723336,29208,3
1355897-20030516,1355897,263147,1
55244-20060216,1658170,39437,1
1333322-20030523,1333322,205328,2
70349-20050216,1559903,60430,1
72421-20060216,1663079,86438,3
1679460-20120216,2130795,15538,16
1596779-20050630,1596779,55238,3
3683-20040216,1452136,23644,1
1473331-20111216,2123077,271868,1
2147339-20120410,2147339,366857,2
1892189-20080227,1892189,328088,1
37547-20040216,1457962,54614,1
1816591-20160316,2444964,302345,2
2104187-20111028,2104187,363755,1
1145302-20100316,2015733,215928,1
1493683-20040621,1493683,277291,1
1228371-20020405,1228371,23043,3
1171521-20050216,1564441,219205,1
1337594-20030327,1337594,260760,1
17687-20020216,1204115,28398,1
1277371-20150316,2376789,253364,1
21056-20040216,1457425,52290,1
1645323-20070216,1791366,278729,1
2108262-20110720,2108262,364467,1
32823-20111116,2117138,88748,2
1046415-20070216,1785420,204084,1
1677911-20100216,2012043,300486,1
2113836-20110822,2113836,365649,1
1514267-20040804,1514267,279027,1
61589-20030216,1309386,19477,2
2157834-20130416,2237313,264337,3
1479230-20040311,1479230,274094,1
54806-20100316,2014748,18050,1
1276912-20030216,1328928,253162,1
1473754-20050816,1613304,272056,1
1480023-20070216,1788560,257649,2
1474333-20040211,1474333,272331,1
30291-20040216,1457698,53519,1
1489939-20040816,1513389,275438,1
2153334-20120509,2153334,372201,1
77367-20050216,1561111,67147,1
1423338-20030916,1423338,267886,1
8917-20070216,1777389,25991,1
1144425-20040216,1462811,215434,1
1816211-20101216,2062151,86709,13
1488129-20040322,1488129,274516,1
1575822-20050203,1575822,206570,2
55748-20030216,1318581,57614,1
2146546-20120426,2146546,370701,1
1225741-20040216,1464172,243284,1
2124500-20111017,2124500,367107,1
22660-20020216,1204513,29583,1
1404160-20030904,1404160,267498,1
1954528-20110216,2073062,340220,2
22806-20030216,1311987,29610,1
70432-20030216,1334375,60445,1
1277304-20040216,1465585,253333,1
1335228-20040216,1466936,259536,1
1546472-20090916,1982142,45786,2
2124748-20130316,2228165,315020,2
58900-20050216,1559652,58219,1
1980104-20110716,2094948,16277,2
1675569-20060516,1689371,81365,27
69194-20040816,1415166,44625,1
85705-20070216,1783736,66511,2
43098-20020216,1206306,34977,1
59059-20050816,1606471,58261,1
26058-20040216,1457571,52946,1
83864-20020816,1264273,81033,1
1905352-20080514,1905352,259713,2
5309-20111216,2121986,25086,1
82069-20031116,1418449,68080,1
1046199-20041116,1532737,81426,1
52563-20020216,1201119,17658,10
1095035-20030216,1322947,207944,1
8917-20040516,1412264,25991,1
1647404-20051101,1647404,297275,1
55468-20070816,1869874,39518,1
2163759-20140316,2305611,31886,2
1352682-20111216,2122650,85482,2
1998969-20120616,2150689,347956,1
2157929-20120608,2157929,372921,1
1353507-20030519,1353507,261942,1
34077-20110816,2100556,54063,1
1544558-20041028,1544558,283674,1
1680636-20060407,1680636,213923,1
2114769-20110908,2114769,366093,1
2054394-20100824,2054394,356089,1
1336186-20040216,1461035,88621,3
1356671-20030625,1356671,263559,1
75309-20121216,2193861,46874,1
1275440-20030216,1328754,252467,1
1985163-20110816,2101543,304386,1
31073-20040516,1490547,14278,2
1577170-20071016,1846052,65406,66
1123481-20020216,1218130,211423,1
1718171-20101116,2058255,305573,1
83688-20110516,2085973,65503,1
1249763-20020722,1249763,249926,1
79314-20041116,1532277,65324,1
1547072-20041126,1547072,285296,1
63928-20040816,1502853,42618,1
1195220-20030216,1646999,220727,1
1771335-20110616,2091794,311544,2
2202340-20141216,2362506,377236,1
1840886-20070625,1840886,319529,1
1123712-20020216,1218157,211558,1
1336970-20090316,1950020,32808,2
1513981-20060816,1733362,278883,1
32377-20040216,1454238,32106,1
22873-20020216,1210404,52482,1
1247292-20030216,1327629,247675,1
1446761-20040216,1469870,270703,1
1352378-20070216,1780396,42364,3
1997979-20090925,1997979,347509,1
1598400-20120316,2136394,292975,1
2130204-20111214,2130204,368364,1
1303814-20030216,1329560,255939,1
1300160-20021105,1300160,66924,4
1488829-20060216,1664548,212320,1
47342-20020216,1206819,36507,1
2016845-20100121,2016845,322825,2
1333228-20121016,2180680,32164,2
1357473-20030609,1357473,262600,1
1798156-20120216,2131561,85540,3
1303569-20021120,1303569,54482,3
1223823-20020211,1223823,230267,1
2137609-20140216,2302413,329116,2
1646024-20121016,2180526,21904,5
1120079-20040216,1489144,209670,1
86264-20020216,1247872,66876,2
1573550-20060216,1671869,286283,1
2164215-20120801,2164215,343868,13
1617622-20060216,1673921,293711,1
2133565-20111216,2133565,368441,1
1799840-20070308,1799840,313638,1
1818219-20070730,1818219,316470,1
1974177-20120316,2136732,343637,1
2074481-20110111,2074481,359150,1
77415-20040516,1486292,87206,7
2138134-20120214,2138134,330714,4
1168336-20050216,1564271,217779,1
1358363-20050216,1568125,264506,1
2120207-20110923,2120207,366546,1
2124739-20111021,2124739,367219,1
83954-20040216,1460261,81361,1
2098930-20150616,2395828,362625,1
1334141-20040216,1466793,258993,1
16928-20070216,1784547,85950,1
